City_ID,City,Country,Longitude,Latitude,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Chimbote,PE,-78.5783,-9.0853,62.42,85,66,5.66,broken clouds
699,Ariquemes,BR,-63.0408,-9.9133,79.47,64,65,2.15,broken clouds
700,Sheksna,RU,38.5107,59.21,42.49,89,98,2.91,overcast clouds
701,Egvekinot,RU,-179.1667,66.3167,18.0,92,85,4.23,overcast clouds
702,Keti Bandar,PK,67.4497,24.1447,82.35,84,79,8.05,broken clouds
703,Esim,GH,-2.2405,4.8699,76.03,90,66,5.68,broken clouds
704,Kautokeino,NO,23.0412,69.0125,44.19,86,100,23.69,overcast clouds
705,San Quintín,MX,-115.95,30.4833,75.04,53,77,4.92,broken clouds
706,Impfondo,CG,18.0667,1.6381,70.0,96,100,1.48,overcast clouds
707,Vāsudevanallūr,IN,77.4167,9.2333,80.24,78,48,1.52,scattered clouds
708,Mitchell,US,-98.0298,43.7094,62.58,57,1,5.75,clear sky
709,Mocuba,MZ,36.9856,-16.8392,77.41,48,1,4.72,clear sky
710,Kolosovka,RU,73.611,56.4678,32.45,97,100,6.87,light snow
711,Gornopravdinsk,RU,69.9,60.05,29.26,93,100,7.7,overcast clouds
